0,1568,2,ad
0,1887,2,ad
1,44,16,ad
1,2740,9,ad
1,2427,1,ad
1,2026,20,ad
1,2207,2,ad
1,1916,1,ad
1,1942,23,ad
1,4,1,ad
1,392,2,ad
2,959,2,ad
2,2098,1,ad
2,2353,8,ad
2,954,2,ad
2,0,1,ad
2,4,3,ad
2,389,28,ad
2,1563,1,ad
2,2708,13,ad
2,1680,2,ad
2,1419,1,ad
2,1121,8,ad
2,1038,11,ad
2,794,6,ad
2,2629,6,ad
2,961,12,ad
2,394,6,ad
2,1340,5,ad
2,1229,1,ad
2,1864,1,ad
2,319,1,ad
2,2086,1,ad
2,2861,2,ad
3,1295,3,ad
3,1339,11,ad
3,0,2,ad
3,2043,1,ad
3,5,1,ad
3,1228,22,ad
3,2724,6,ad
3,1560,10,ad
3,2067,2,ad
3,514,1,ad
3,1482,1,ad
4,1295,1,ad
4,1339,3,ad
4,0,4,ad
4,1228,1,ad
4,2724,3,ad
4,1560,2,ad
4,720,1,ad
5,1295,3,ad
5,1339,3,ad
5,2298,1,ad
5,2266,3,ad
5,1228,5,ad
5,1582,1,ad
5,2068,2,ad
5,2724,1,ad
5,1560,2,ad
5,2067,5,ad
5,2569,1,ad
6,425,3,ad
6,439,1,ad
6,348,1,ad
6,2341,3,ad
6,1199,4,ad
6,1204,1,ad
6,82,7,ad
6,354,2,ad
6,178,1,ad
6,53,3,ad
6,358,1,ad
6,56,4,ad
6,356,1,ad
6,2217,1,ad
6,867,1,ad
6,2055,1,ad
6,1611,9,ad
6,432,1,ad
6,468,1,ad
6,379,1,ad
6,444,2,ad
6,81,1,ad
6,85,1,ad
6,1677,2,ad
6,1979,1,ad
6,2580,2,ad
6,352,2,ad
6,429,1,ad
6,57,1,ad
6,431,1,ad
6,1256,3,ad
6,272,2,ad
6,21,3,ad
6,1628,1,ad
6,64,1,ad
6,1260,2,ad
7,952,4,ad
7,2138,4,ad
7,949,14,ad
7,348,1,ad
7,82,3,ad
7,2242,1,ad
7,426,1,ad
7,103,1,ad
7,716,1,ad
7,2400,1,ad
7,2736,1,ad
7,1048,1,ad
7,2752,1,ad
7,1380,1,ad
7,187,2,ad
7,951,1,ad
7,1332,15,ad
7,672,2,ad
7,585,2,ad
7,2902,2,ad
7,2107,1,ad
7,2365,4,ad
7,1207,3,ad
7,870,1,ad
7,184,1,ad
7,1527,1,ad
7,684,1,ad
7,91,2,ad
7,1305,6,ad
7,875,2,ad
7,1234,1,ad
7,2291,10,ad
7,1454,1,ad
7,1070,1,ad
7,1804,1,ad
7,1410,1,ad
7,854,8,ad
7,1801,1,ad
7,1249,1,ad
7,1202,2,ad
7,143,2,ad
7,874,1,ad
8,6,12,ad
8,10,6,ad
8,879,1,ad
8,949,2,ad
8,428,11,ad
8,416,20,ad
8,1306,43,ad
8,474,1,ad
8,189,4,ad
8,953,1,ad
8,1527,3,ad
8,2459,2,ad
8,1506,1,ad
8,899,1,ad
8,2126,1,ad
8,909,1,ad
8,2794,1,ad
8,469,2,ad
8,1900,2,ad
8,1991,11,ad
8,442,3,ad
8,1804,7,ad
8,2252,1,ad
8,271,7,ad
8,2937,3,ad
8,1678,3,ad
8,55,1,ad
8,1264,1,ad
8,2354,4,ad
8,2358,1,ad
8,874,3,ad
8,471,3,ad
8,276,1,ad
9,952,11,ad
9,2138,14,ad
9,6,2,ad
9,949,19,ad
9,82,1,ad
9,2736,2,ad
9,189,1,ad
9,187,2,ad
9,951,1,ad
9,2880,2,ad
9,1239,1,ad
9,1332,8,ad
9,2164,1,ad
9,675,2,ad
9,1627,2,ad
9,60,1,ad
9,870,1,ad
9,184,7,ad
9,2722,1,ad
9,188,1,ad
9,91,4,ad
9,1841,1,ad
9,1305,3,ad
9,875,4,ad
9,2126,2,ad
9,2291,8,ad
9,1804,1,ad
9,1410,1,ad
9,854,1,ad
9,94,1,ad
9,220,1,ad
9,2821,1,ad
10,6,6,ad
10,879,3,ad
10,1803,14,ad
10,416,2,ad
10,1306,1,ad
10,2880,1,ad
10,1627,1,ad
10,1793,1,ad
10,1506,1,ad
10,469,1,ad
10,177,5,ad
10,1096,1,ad
11,1295,14,ad
11,541,5,ad
11,1515,1,ad
11,258,1,ad
11,2924,2,ad
11,1849,1,ad
11,2039,11,ad
11,792,1,ad
11,2041,10,ad
11,924,1,ad
11,1866,3,ad
11,1559,1,ad
11,2114,1,ad
11,1944,7,ad
11,2083,1,ad
11,2044,3,ad
11,1990,2,ad
11,626,5,ad
11,366,1,ad
11,895,1,ad
11,2569,1,ad
11,241,1,ad
11,30,1,ad
11,1687,9,ad
11,922,9,ad
11,2170,1,ad
11,686,2,ad
11,2147,2,ad
12,11,15,ad
13,11,1,ad
13,2105,2,ad
13,37,1,ad
13,2103,3,ad
14,15,6,ad
14,2198,11,ad
14,2229,6,ad
14,1175,7,ad
14,1977,4,ad
14,1023,22,ad
14,1965,6,ad
14,1104,9,ad
14,1176,31,ad
14,17,2,ad
14,1043,5,ad
14,1941,11,ad
15,16,1,ad
15,2198,1,ad
15,2229,4,ad
15,1175,6,ad
15,1977,3,ad
15,1023,18,ad
15,1965,2,ad
15,1176,8,ad
15,17,5,ad
15,1043,1,ad
16,15,8,ad
16,2198,7,ad
16,2229,3,ad
16,14,3,ad
16,1175,5,ad
16,1977,7,ad
16,1023,21,ad
16,1965,6,ad
16,1104,6,ad
16,1176,44,ad
16,17,10,ad
16,1043,3,ad
16,1941,6,ad
16,987,1,ad
17,1770,1,ad
17,16,3,ad
17,15,1,ad
17,2229,1,ad
17,1175,2,ad
17,1023,2,ad
17,1965,1,ad
18,428,1,ad
18,1626,3,ad
18,435,13,ad
18,793,8,ad
18,1629,1,ad
18,1506,5,ad
18,25,3,ad
18,2127,2,ad
18,2335,1,ad
18,275,2,ad
18,1891,1,ad
18,909,3,ad
18,1265,2,ad
18,2947,2,ad
18,2948,3,ad
18,2819,1,ad
19,428,3,ad
19,416,1,ad
19,913,1,ad
19,877,1,ad
19,273,1,ad
19,180,5,ad
19,375,1,ad
19,1257,1,ad
19,1706,1,ad
19,435,1,ad
19,181,3,ad
19,1642,2,ad
19,793,5,ad
19,2867,1,ad
19,269,1,ad
19,1629,6,ad
19,836,5,ad
19,25,3,ad
19,1983,1,ad
19,899,2,ad
19,2127,1,ad
19,2335,1,ad
19,275,3,ad
19,1891,3,ad
19,1372,1,ad
19,1265,2,ad
19,22,1,ad
19,2592,1,ad
19,1708,1,ad
19,177,1,ad
19,2290,4,ad
19,470,2,ad
19,2803,1,ad
19,1858,1,ad
19,2395,1,ad
19,2819,1,ad
19,2869,2,ad
20,1627,5,ad
20,1257,2,ad
20,1706,1,ad
20,1626,1,ad
20,435,1,ad
20,1899,2,ad
20,181,1,ad
20,793,5,ad
20,2306,2,ad
20,2335,6,ad
20,1891,1,ad
20,1372,2,ad
20,1263,5,ad
20,1368,2,ad
20,1898,1,ad
20,2290,2,ad
20,2803,2,ad
20,2395,2,ad
21,428,1,ad
21,2341,1,ad
21,1204,9,ad
21,2447,2,ad
21,355,2,ad
21,878,5,ad
21,913,1,ad
21,877,6,ad
21,1982,2,ad
21,1510,14,ad
21,438,1,ad
21,2228,2,ad
21,432,2,ad
21,1668,1,ad
21,66,2,ad
21,50,10,ad
21,445,6,ad
21,1706,1,ad
21,435,1,ad
21,1899,3,ad
21,1904,3,ad
21,181,3,ad
21,1642,1,ad
21,793,4,ad
21,1629,3,ad
21,2335,6,ad
21,880,1,ad
21,909,2,ad
21,833,5,ad
21,865,1,ad
21,1265,1,ad
21,2239,1,ad
21,863,1,ad
21,508,6,ad
21,1368,2,ad
21,1375,1,ad
21,21,1,ad
21,1688,4,ad
21,447,3,ad
21,434,1,ad
21,2856,1,ad
21,1898,1,ad
21,2803,4,ad
21,1630,1,ad
21,2395,2,ad
21,1371,1,ad
22,879,7,ad
22,428,6,ad
22,1306,9,ad
22,913,1,ad
22,1627,1,ad
22,180,3,ad
22,1689,4,ad
22,2459,1,ad
22,1626,2,ad
22,435,4,ad
22,793,5,ad
22,836,8,ad
22,1506,3,ad
22,899,1,ad
22,2126,7,ad
22,2262,11,ad
22,2794,1,ad
22,182,11,ad
22,1264,6,ad
22,898,1,ad
22,1898,2,ad
22,2354,2,ad
22,1858,2,ad
23,10,1,ad
23,879,3,ad
23,1306,2,ad
23,19,3,ad
23,189,2,ad
23,675,1,ad
23,877,3,ad
23,1627,2,ad
23,273,2,ad
23,180,2,ad
23,875,2,ad
23,1257,4,ad
23,181,1,ad
23,793,1,ad
23,269,1,ad
23,1983,2,ad
23,2306,3,ad
23,2127,2,ad
23,2335,2,ad
23,275,1,ad
23,909,4,ad
23,833,4,ad
23,2794,2,ad
23,469,3,ad
23,1991,2,ad
23,442,2,ad
23,1804,5,ad
23,1368,1,ad
23,1410,1,ad
23,2937,1,ad
23,55,3,ad
23,898,1,ad
23,177,1,ad
23,1898,1,ad
23,2290,1,ad
23,1705,2,ad
23,876,1,ad
23,472,2,ad
23,18,5,ad
23,2583,1,ad
23,2382,1,ad
24,19,1,ad
24,1257,1,ad
25,428,8,ad
25,416,3,ad
25,97,1,ad
25,913,2,ad
25,877,4,ad
25,273,5,ad
25,180,5,ad
25,184,1,ad
25,1488,1,ad
25,1257,8,ad
25,435,2,ad
25,181,1,ad
25,1283,4,ad
25,1506,3,ad
25,899,4,ad
25,2306,2,ad
25,2127,3,ad
25,2262,3,ad
25,275,2,ad
25,909,1,ad
25,833,1,ad
25,1372,1,ad
25,54,2,ad
25,2794,1,ad
25,423,1,ad
25,1708,1,ad
25,55,2,ad
25,177,4,ad
25,1898,1,ad
25,276,3,ad
25,470,1,ad
25,876,1,ad
25,2395,1,ad
25,2356,2,ad
25,2359,1,ad
25,2583,1,ad
26,599,3,ad
26,27,2,ad
26,1068,3,ad
26,2072,1,ad
26,1243,4,ad
26,647,2,ad
26,884,1,ad
26,602,2,ad
26,1167,1,ad
26,601,2,ad
26,636,6,ad
26,635,2,ad
26,163,1,ad
27,1090,9,ad
27,1093,8,ad
27,1909,8,ad
27,701,10,ad
27,1334,8,ad
27,1646,11,ad
27,571,4,ad
27,1307,5,ad
27,1075,9,ad
27,1336,10,ad
27,561,4,ad
27,608,2,ad
27,989,6,ad
27,1331,8,ad
27,1091,6,ad
27,534,2,ad
27,1123,2,ad
27,217,1,ad
27,1076,8,ad
27,1247,7,ad
27,36,3,ad
27,1481,6,ad
27,1011,3,ad
27,815,3,ad
27,1310,5,ad
27,1360,9,ad
27,1137,11,ad
27,535,2,ad
27,1030,7,ad
27,1026,1,ad
27,537,9,ad
27,605,6,ad
27,646,11,ad
27,430,5,ad
27,736,8,ad
27,891,6,ad
27,1024,10,ad
27,1499,2,ad
27,1092,6,ad
27,1341,9,ad
27,1125,1,ad
27,32,4,ad
27,1362,2,ad
27,559,2,ad
27,573,1,ad
27,607,5,ad
27,532,4,ad
27,530,6,ad
27,1655,6,ad
27,26,11,ad
27,1135,6,ad
27,34,1,ad
27,1028,3,ad
27,1124,8,ad
27,1216,2,ad
27,2005,1,ad
27,1027,5,ad
27,1136,10,ad
27,649,1,ad
27,31,2,ad
27,1245,3,ad
27,565,3,ad
27,567,2,ad
27,1071,1,ad
27,536,3,ad
27,1072,2,ad
27,816,2,ad
27,518,14,ad
27,1025,6,ad
27,1342,12,ad
27,1255,7,ad
27,888,5,ad
28,1090,7,ad
28,1093,7,ad
28,1909,6,ad
28,1075,2,ad
28,1336,1,ad
28,989,11,ad
28,1091,1,ad
28,534,30,ad
28,1123,5,ad
28,1179,1,ad
28,2251,1,ad
28,110,1,ad
28,1420,1,ad
28,116,2,ad
28,1311,2,ad
28,2236,1,ad
28,696,1,ad
28,852,3,ad
28,1623,1,ad
28,1360,1,ad
28,535,12,ad
28,1030,11,ad
28,736,1,ad
28,548,1,ad
28,248,6,ad
28,1557,6,ad
28,1062,3,ad
28,371,1,ad
28,109,3,ad
28,1261,1,ad
28,1094,1,ad
28,454,5,ad
28,364,1,ad
28,1335,3,ad
28,573,1,ad
28,500,4,ad
28,532,11,ad
28,530,4,ad
28,796,1,ad
28,1747,1,ad
28,864,3,ad
28,215,4,ad
28,2237,3,ad
28,843,5,ad
28,503,5,ad
29,599,57,ad
29,27,3,ad
29,1763,1,ad
29,2166,2,ad
29,1068,13,ad
29,721,13,ad
29,147,1,ad
29,1008,9,ad
29,192,8,ad
29,1243,14,ad
29,2710,1,ad
29,647,17,ad
29,884,12,ad
29,736,2,ad
29,602,4,ad
29,560,3,ad
29,1167,3,ad
29,1074,1,ad
29,601,10,ad
29,112,3,ad
29,700,5,ad
29,1014,3,ad
29,636,15,ad
29,635,9,ad
29,1249,3,ad
29,1351,2,ad
29,576,1,ad
29,1242,2,ad
29,1395,2,ad
29,2144,1,ad
29,1299,1,ad
29,604,5,ad
29,665,4,ad
29,518,1,ad
30,27,5,ad
30,668,3,ad
30,647,4,ad
30,884,48,ad
30,601,2,ad
30,604,2,ad
30,1055,1,ad
30,665,1,ad
30,634,33,ad
31,1166,1,ad
31,599,25,ad
31,27,4,ad
31,2166,3,ad
31,1068,11,ad
31,721,2,ad
31,2072,7,ad
31,1008,3,ad
31,192,8,ad
31,1243,16,ad
31,647,10,ad
31,884,13,ad
31,602,15,ad
31,560,2,ad
31,1167,3,ad
31,601,9,ad
31,112,2,ad
31,700,3,ad
31,1014,4,ad
31,636,3,ad
31,557,9,ad
31,635,1,ad
31,1249,1,ad
31,1242,8,ad
31,604,4,ad
31,665,4,ad
31,634,4,ad
31,163,6,ad
32,27,2,ad
32,1068,1,ad
32,192,1,ad
32,647,1,ad
32,884,1,ad
32,1074,2,ad
32,601,3,ad
32,636,1,ad
32,557,1,ad
32,635,1,ad
32,604,1,ad
33,1435,1,ad
33,380,2,ad
33,1393,2,ad
33,552,13,ad
33,550,7,ad
33,959,1,ad
33,1205,1,ad
33,2375,1,ad
33,1020,2,ad
33,1909,3,ad
33,1307,2,ad
33,1075,1,ad
33,818,1,ad
33,122,1,ad
33,479,5,ad
33,2731,1,ad
33,1726,1,ad
33,1038,1,ad
33,2061,3,ad
33,382,1,ad
33,2435,5,ad
33,405,13,ad
33,2734,2,ad
33,831,3,ad
33,944,2,ad
33,1459,2,ad
33,488,4,ad
33,484,4,ad
33,498,2,ad
33,654,1,ad
33,777,1,ad
33,551,2,ad
33,1076,1,ad
33,1481,1,ad
33,1011,1,ad
33,815,1,ad
33,1137,3,ad
33,535,1,ad
33,1026,1,ad
33,537,1,ad
33,646,1,ad
33,430,1,ad
33,736,11,ad
33,1520,1,ad
33,1499,1,ad
33,1174,1,ad
33,407,2,ad
33,286,1,ad
33,495,2,ad
33,927,2,ad
33,978,1,ad
33,828,1,ad
33,554,4,ad
33,532,2,ad
33,1135,2,ad
33,1027,1,ad
33,2073,1,ad
33,781,1,ad
33,531,3,ad
33,892,1,ad
33,667,10,ad
33,518,11,ad
33,1676,2,ad
33,827,1,ad
33,1584,1,ad
33,661,2,ad
33,1241,1,ad
33,805,1,ad
33,1565,1,ad
34,1166,6,ad
34,599,34,ad
34,27,9,ad
