1,2668,1,aa
1,2108,2,aa
2,1936,1,aa
2,382,6,aa
2,319,2,aa
3,77,1,aa
3,2265,3,aa
3,1963,1,aa
3,1957,1,aa
3,257,3,aa
3,3,1,aa
3,2072,2,aa
3,1726,1,aa
3,2418,1,aa
3,2797,4,aa
3,5,8,aa
4,2265,1,aa
4,1957,2,aa
4,3,3,aa
4,5,4,aa
4,1559,4,aa
5,77,4,aa
5,2265,4,aa
5,73,1,aa
5,1957,1,aa
5,3,2,aa
5,1559,2,aa
5,4,8,aa
6,351,1,aa
6,55,1,aa
6,46,2,aa
6,48,3,aa
6,180,1,aa
6,357,1,aa
6,2821,1,aa
6,54,1,aa
7,878,1,aa
7,97,3,aa
7,1207,11,aa
7,186,1,aa
7,127,2,aa
7,951,4,aa
7,1015,1,aa
7,2880,1,aa
7,1562,1,aa
7,2863,1,aa
7,184,6,aa
7,1333,1,aa
7,1511,1,aa
8,79,1,aa
8,1969,2,aa
8,473,1,aa
8,1389,1,aa
8,2937,8,aa
8,428,1,aa
8,426,8,aa
8,2794,1,aa
8,271,5,aa
8,949,1,aa
9,878,1,aa
9,97,4,aa
9,877,1,aa
9,1832,1,aa
9,1207,9,aa
9,185,1,aa
9,86,1,aa
9,62,1,aa
9,951,3,aa
9,949,6,aa
9,275,1,aa
9,2791,3,aa
9,857,1,aa
9,187,1,aa
9,2863,1,aa
9,184,5,aa
10,8,1,aa
10,471,1,aa
10,2383,1,aa
11,1556,3,aa
11,1517,1,aa
11,1861,1,aa
11,2084,1,aa
11,924,1,aa
11,1295,1,aa
11,2681,1,aa
11,376,1,aa
11,630,3,aa
11,1439,2,aa
11,1850,1,aa
11,2018,1,aa
11,900,2,aa
11,2046,3,aa
11,477,1,aa
11,2381,1,aa
12,2922,2,aa
12,2762,3,aa
12,2171,3,aa
12,1780,1,aa
13,2178,1,aa
13,2101,2,aa
13,2062,2,aa
13,2176,1,aa
13,477,1,aa
13,2316,3,aa
14,14,1,aa
14,16,34,aa
14,15,20,aa
14,1941,4,aa
14,93,1,aa
14,1023,1,aa
15,14,6,aa
15,16,17,aa
15,15,1,aa
15,17,2,aa
16,14,25,aa
16,16,1,aa
16,15,24,aa
16,1941,4,aa
16,1023,4,aa
17,15,2,aa
18,2208,1,aa
18,22,2,aa
19,273,1,aa
19,1488,1,aa
19,2208,1,aa
19,18,2,aa
19,19,1,aa
19,1442,1,aa
19,1900,2,aa
19,22,1,aa
19,1708,3,aa
19,426,2,aa
19,871,1,aa
19,20,2,aa
20,25,1,aa
20,21,1,aa
20,1679,1,aa
21,18,1,aa
21,276,1,aa
21,356,1,aa
21,22,1,aa
21,66,1,aa
21,1996,1,aa
21,1368,1,aa
21,20,1,aa
22,19,1,aa
22,833,1,aa
22,1707,1,aa
23,8,2,aa
23,79,2,aa
23,55,2,aa
23,1257,1,aa
23,833,3,aa
23,426,1,aa
23,271,2,aa
23,2262,1,aa
23,2800,2,aa
23,1904,1,aa
23,1629,1,aa
24,2326,1,aa
25,274,1,aa
25,2262,1,aa
25,871,1,aa
25,2326,4,aa
25,20,2,aa
26,1090,1,aa
26,532,3,aa
26,1075,1,aa
26,1646,5,aa
26,415,2,aa
26,1246,5,aa
26,1255,2,aa
26,1073,1,aa
26,30,1,aa
26,572,3,aa
26,1091,1,aa
26,1341,2,aa
26,1124,3,aa
26,1093,1,aa
26,1249,3,aa
26,2005,2,aa
26,1137,1,aa
26,559,1,aa
26,31,1,aa
26,1123,7,aa
26,1135,1,aa
26,36,1,aa
26,535,1,aa
26,646,2,aa
26,1481,2,aa
26,1136,3,aa
26,1566,1,aa
26,1331,2,aa
26,989,1,aa
26,610,1,aa
26,171,1,aa
26,895,2,aa
26,1499,1,aa
26,888,2,aa
26,1310,2,aa
26,1456,4,aa
26,565,1,aa
26,891,1,aa
26,536,2,aa
26,430,1,aa
26,1250,1,aa
26,537,1,aa
26,1030,1,aa
26,1360,1,aa
26,816,1,aa
26,701,1,aa
26,1011,1,aa
26,1024,1,aa
26,1307,2,aa
26,1395,1,aa
27,27,1,aa
27,1343,2,aa
27,38,7,aa
27,498,7,aa
27,839,4,aa
27,408,3,aa
27,33,4,aa
27,534,1,aa
27,554,10,aa
27,2410,2,aa
27,1174,2,aa
27,539,1,aa
27,28,1,aa
27,420,2,aa
27,810,1,aa
27,996,6,aa
27,35,2,aa
27,538,4,aa
27,669,5,aa
27,531,9,aa
27,1173,9,aa
27,1580,1,aa
28,374,1,aa
28,1105,1,aa
28,93,2,aa
28,1178,1,aa
28,539,3,aa
28,1064,2,aa
29,1090,1,aa
29,32,1,aa
29,195,3,aa
29,415,2,aa
29,1212,1,aa
29,1246,2,aa
29,1255,1,aa
29,1073,1,aa
29,30,4,aa
29,1091,3,aa
29,1341,3,aa
29,2528,3,aa
29,1093,1,aa
29,2005,1,aa
29,1125,3,aa
29,31,5,aa
29,1247,2,aa
29,1123,1,aa
29,963,4,aa
29,1026,1,aa
29,1028,2,aa
29,693,1,aa
29,1012,1,aa
29,561,2,aa
29,1481,1,aa
29,1245,1,aa
29,640,6,aa
29,1362,2,aa
29,610,2,aa
29,571,2,aa
